                                        COVERAGE
      [0, 1, 9, 2, 10, 11, 3, 19, 12, 13, 4, 18]
      [1, 2, 9, 10, 11, 0, 3, 12, 13, 19, 4, 21]
      [2, 11, 1, 10, 3, 9, 12, 13, 0, 4, 19, 21]
       [3, 2, 13, 4, 11, 1, 10, 12, 5, 0, 9, 14]
       [4, 5, 13, 3, 6, 14, 2, 12, 11, 7, 15, 1]
       [5, 4, 6, 13, 7, 14, 15, 3, 8, 16, 12, 2]
      [6, 7, 5, 4, 8, 15, 13, 14, 16, 17, 3, 24]
      [7, 6, 8, 5, 17, 15, 16, 4, 14, 13, 24, 3]
     [8, 7, 6, 17, 16, 5, 15, 14, 4, 24, 26, 13]
     [9, 1, 10, 0, 11, 2, 19, 3, 12, 18, 13, 20]
     [10, 11, 2, 1, 9, 12, 19, 3, 0, 13, 21, 20]
      [11, 10, 2, 1, 12, 3, 9, 13, 19, 21, 0, 4]
   [12, 11, 21, 13, 10, 20, 22, 2, 19, 14, 3, 1]
     [13, 4, 3, 12, 5, 14, 2, 11, 22, 15, 10, 6]
  [14, 15, 22, 13, 23, 24, 5, 12, 16, 4, 21, 25]
   [15, 14, 16, 24, 23, 22, 25, 17, 5, 13, 6, 7]
   [16, 17, 15, 24, 25, 26, 14, 8, 23, 34, 7, 6]
   [17, 16, 8, 26, 15, 7, 25, 24, 14, 6, 34, 23]
 [18, 19, 27, 20, 29, 28, 36, 21, 10, 9, 12, 11]
   [19, 18, 20, 10, 21, 12, 11, 9, 29, 2, 27, 1]
[20, 21, 29, 19, 12, 30, 22, 18, 23, 28, 11, 10]
[21, 20, 12, 22, 19, 30, 23, 29, 11, 14, 13, 10]
[22, 23, 14, 21, 24, 12, 20, 15, 13, 25, 30, 32]
[23, 24, 22, 25, 14, 15, 21, 32, 16, 20, 34, 30]
[24, 23, 25, 15, 22, 14, 16, 34, 26, 17, 32, 33]
[25, 24, 34, 26, 23, 16, 15, 33, 35, 32, 22, 43]
[26, 34, 35, 25, 16, 17, 24, 43, 33, 15, 23, 42]
[27, 36, 28, 29, 18, 37, 19, 30, 20, 38, 47, 45]
[28, 36, 29, 27, 37, 30, 38, 39, 47, 31, 18, 20]
[29, 28, 30, 20, 27, 36, 31, 21, 37, 18, 40, 19]
[30, 31, 29, 20, 40, 28, 32, 21, 39, 38, 22, 23]
[31, 40, 30, 32, 41, 39, 29, 42, 33, 38, 28, 49]
[32, 33, 31, 41, 42, 40, 30, 43, 23, 34, 25, 24]
[33, 42, 32, 43, 41, 34, 35, 25, 31, 40, 44, 24]
[34, 35, 25, 26, 43, 33, 24, 42, 32, 23, 16, 41]
[35, 34, 43, 26, 33, 25, 44, 42, 24, 32, 41, 16]
[36, 28, 27, 37, 29, 38, 47, 45, 18, 30, 39, 46]
[37, 38, 47, 39, 46, 28, 36, 45, 29, 27, 40, 30]
[38, 47, 39, 37, 46, 40, 49, 28, 45, 48, 31, 36]
[39, 38, 47, 40, 37, 49, 31, 48, 46, 28, 30, 41]
[40, 31, 41, 39, 32, 49, 30, 38, 42, 47, 33, 50]
[41, 42, 32, 33, 40, 31, 50, 49, 43, 51, 39, 44]
[42, 33, 41, 32, 43, 40, 34, 31, 44, 51, 50, 35]
[43, 33, 35, 42, 44, 34, 41, 32, 25, 26, 53, 51]
[44, 53, 43, 52, 51, 42, 35, 33, 41, 50, 62, 34]
[45, 46, 54, 37, 47, 38, 56, 55, 36, 39, 28, 48]
[46, 45, 47, 37, 54, 38, 56, 55, 39, 48, 57, 36]
[47, 38, 39, 37, 46, 45, 48, 49, 40, 28, 56, 36]
[48, 57, 49, 59, 56, 58, 47, 50, 39, 38, 55, 46]
[49, 50, 48, 39, 59, 40, 41, 51, 47, 38, 57, 31]
[50, 51, 49, 59, 52, 41, 48, 60, 42, 40, 44, 61]
[51, 52, 50, 59, 44, 53, 49, 41, 61, 42, 60, 62]
[52, 51, 53, 50, 44, 62, 61, 59, 60, 49, 41, 42]
[53, 44, 52, 62, 51, 43, 61, 50, 42, 60, 35, 59]
[54, 45, 46, 55, 56, 63, 64, 47, 37, 57, 38, 48]
[55, 56, 64, 54, 63, 57, 65, 46, 58, 48, 45, 73]
[56, 55, 57, 48, 64, 46, 58, 54, 65, 45, 63, 47]
[57, 58, 48, 56, 59, 55, 66, 65, 64, 49, 60, 67]
[58, 57, 59, 66, 48, 56, 67, 60, 68, 65, 55, 69]
[59, 50, 48, 60, 49, 58, 57, 51, 61, 52, 56, 69]
